EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,HireDate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,StockOptionLevel,TrainingTimesLastYear,Attrition,ExitDate,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason,Year,Reason_Category
102435,38,Male,Single,R&D,Research Director,5,4,Computer Science,2017-03-17,19,9,3,3,8,2,106761,19,2,4,1,2,3,4,No,Travel_Frequently,36,1,3,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Management & Culture
102436,42,Male,Married,IT,Data Scientist,3,2,Human Resources,2019-09-18,22,6,3,2,5,6,105967,10,3,4,3,3,1,3,No,Non-Travel,27,2,4,Yes,2023-05-15,Left due to inability to balance work and personal commitments.,Yes,Not Applicable,Yes,Action directly addressed root cause of dissatisfaction,2019,Personal & Non-Negotiable
102437,45,Male,Married,HR,Recruiter,3,3,Marketing,2021-08-03,24,11,10,2,4,6,70734,10,3,3,4,2,1,4,Yes,Travel_Rarely,21,1,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102438,47,Male,Married,Marketing,Content Strategist,3,1,Other,2022-04-16,24,13,11,5,4,3,50223,16,3,2,1,1,4,1,No,Travel_Rarely,1,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102439,53,Male,Single,Sales,Account Manager,1,4,Medical,2018-05-11,31,26,17,9,9,1,65844,15,3,3,4,2,4,1,No,Travel_Rarely,19,2,0,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Career Advancement
102440,23,Female,Married,Marketing,Content Strategist,4,1,Life Sciences,2019-05-17,3,1,0,0,0,1,93318,21,3,3,4,2,4,4,Yes,Travel_Rarely,21,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102441,35,Female,Single,Finance,Financial Analyst,5,1,Marketing,2024-02-29,12,5,2,1,3,3,93729,11,3,4,3,2,3,3,Yes,Travel_Rarely,15,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102442,21,Female,Single,IT,Data Analyst,3,4,Marketing,2018-06-20,3,0,0,0,0,1,96243,19,2,2,1,3,4,4,Yes,Non-Travel,25,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102443,21,Female,Married,R&D,Research Scientist,4,3,Marketing,2019-03-09,0,0,0,0,0,2,37606,10,3,3,3,2,1,3,No,Travel_Frequently,13,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102444,29,Male,Married,Sales,Account Manager,2,3,Life Sciences,2018-02-12,5,4,3,0,0,4,45379,22,4,3,2,3,2,3,Yes,Travel_Frequently,7,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102445,44,Male,Married,R&D,Laboratory Technician,5,3,Other,2019-09-13,22,7,4,1,5,6,76516,10,4,4,4,1,3,2,No,Travel_Rarely,36,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102446,55,Female,Married,HR,HR Manager,1,3,Marketing,2019-03-22,33,32,21,7,27,2,29021,10,3,3,1,1,1,4,No,Travel_Rarely,39,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102447,51,Female,Single,HR,HR Executive,1,3,Other,2018-05-13,30,7,3,2,5,5,75486,24,4,4,1,3,2,4,No,Travel_Rarely,32,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102448,46,Male,Single,R&D,Laboratory Technician,5,1,Business,2017-10-23,27,22,12,7,4,0,56908,16,4,4,3,4,1,4,No,Travel_Rarely,37,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102449,51,Male,Married,Sales,Account Manager,3,3,Computer Science,2023-05-18,32,9,8,3,5,1,66256,16,4,3,2,4,3,2,No,Travel_Rarely,19,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102450,27,Male,Single,IT,Data Analyst,3,1,Marketing,2020-02-08,9,6,5,3,5,0,73047,21,3,3,2,4,4,4,No,Travel_Frequently,20,0,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
102451,53,Male,Single,IT,Data Scientist,5,1,Business,2021-05-12,29,23,17,6,22,2,62391,14,3,4,4,3,2,3,No,Travel_Frequently,8,2,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102452,55,Male,Single,Sales,Sales Manager,2,3,Technical Degree,2023-09-05,35,13,11,5,12,0,59317,16,3,3,2,3,2,4,Yes,Travel_Frequently,33,1,0,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Management & Culture
102453,24,Male,Divorced,IT,Data Scientist,2,4,Marketing,2023-02-08,0,0,0,0,0,6,67339,16,3,4,2,3,2,1,Yes,Travel_Rarely,34,0,6,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Career Advancement
102454,39,Female,Single,Marketing,Marketing Executive,1,1,Other,2018-02-25,17,14,9,7,9,5,54045,13,3,2,2,3,4,1,No,Travel_Frequently,26,3,3,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Management & Culture
102455,53,Female,Single,Marketing,Marketing Manager,3,2,Computer Science,2021-08-06,30,10,8,2,9,5,77734,18,3,1,3,1,2,1,No,Travel_Rarely,11,2,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102456,39,Male,Divorced,R&D,Research Scientist,4,5,Marketing,2023-06-01,15,9,3,3,8,0,27589,10,3,4,1,3,1,4,No,Travel_Rarely,14,3,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102457,53,Female,Married,HR,HR Manager,5,4,Life Sciences,2016-09-12,32,20,19,11,13,0,25018,22,3,4,2,2,2,2,No,Travel_Frequently,29,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
102458,57,Female,Married,Sales,Sales Executive,3,5,Human Resources,2024-05-11,39,31,16,14,9,5,79548,10,3,4,1,2,2,2,No,Travel_Rarely,9,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102459,39,Male,Married,Sales,Account Manager,1,4,Other,2020-02-01,16,7,1,1,2,6,56958,13,2,4,1,3,1,1,No,Travel_Rarely,31,3,2,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Work-Life Balance
102460,23,Female,Single,Marketing,Content Strategist,1,1,Other,2021-04-25,3,2,0,0,1,0,69915,12,3,4,4,1,2,2,No,Travel_Rarely,3,2,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102461,34,Male,Married,Marketing,Marketing Manager,2,2,Technical Degree,2022-06-03,15,14,10,1,9,4,60924,17,3,4,4,2,1,2,Yes,Travel_Frequently,3,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102462,29,Female,Single,R&D,Research Director,5,3,Human Resources,2024-08-07,10,7,5,2,3,0,110433,23,1,4,4,1,2,1,No,Travel_Rarely,26,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102463,39,Male,Divorced,HR,HR Manager,3,4,Computer Science,2024-05-24,15,3,1,0,0,0,72291,18,4,3,3,4,1,2,No,Travel_Rarely,32,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102464,43,Female,Single,Sales,Account Manager,5,1,Medical,2019-05-26,23,7,4,2,2,6,37765,18,3,3,4,1,3,3,No,Travel_Rarely,25,3,4,Yes,2024-11-09,Trust issues with reporting manager led to resignation.,Yes,Flexible Work,No,Action did not address underlying root cause,2019,Management & Culture
102465,39,Female,Married,IT,Data Scientist,5,5,Marketing,2021-08-08,17,8,5,1,7,4,58394,20,4,4,2,2,4,1,Yes,Travel_Rarely,5,1,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102466,28,Male,Married,Finance,Accountant,5,5,Medical,2019-05-10,5,2,1,0,0,5,72731,14,4,3,1,4,4,1,Yes,Travel_Rarely,33,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102467,32,Male,Single,R&D,Laboratory Technician,2,1,Human Resources,2021-02-11,10,4,1,0,3,6,48769,22,3,3,4,3,1,4,Yes,Travel_Rarely,35,1,6,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2021,Compensation & Benefits
102468,47,Male,Single,Marketing,Content Strategist,3,3,Other,2017-11-08,28,15,5,4,10,4,75087,20,4,3,2,1,4,4,No,Travel_Rarely,20,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102469,22,Female,Married,Sales,Account Manager,1,1,Marketing,2019-12-17,4,3,0,0,0,0,114109,23,2,3,2,2,3,2,No,Travel_Frequently,8,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102470,29,Female,Single,R&D,Laboratory Technician,2,2,Other,2022-11-08,5,4,2,1,2,1,73190,17,3,3,1,1,4,2,No,Travel_Frequently,20,3,3,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Compensation & Benefits
102471,55,Male,Divorced,IT,IT Support,2,5,Human Resources,2019-08-25,36,11,5,1,9,5,27456,21,3,1,2,2,4,3,Yes,Travel_Rarely,34,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102472,24,Female,Single,HR,HR Manager,1,4,Marketing,2017-11-26,5,2,1,0,1,0,31827,20,4,4,2,1,4,3,Yes,Travel_Frequently,31,1,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102473,37,Male,Married,IT,IT Support,1,2,Other,2017-03-16,19,14,6,6,13,4,92102,10,4,3,2,2,4,3,No,Travel_Frequently,3,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102474,29,Male,Married,R&D,Laboratory Technician,2,1,Human Resources,2021-09-07,6,1,0,0,0,2,41228,14,3,3,2,3,4,4,No,Travel_Rarely,9,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102475,25,Male,Married,Finance,Finance Manager,1,5,Human Resources,2019-10-10,4,0,0,0,0,5,86223,20,3,2,1,3,1,3,Yes,Non-Travel,37,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102476,37,Male,Married,Finance,Financial Analyst,4,2,Medical,2018-11-28,15,14,6,7,10,5,28730,19,3,1,3,3,4,2,No,Travel_Frequently,36,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102477,41,Male,Married,Sales,Sales Manager,2,4,Human Resources,2022-05-29,22,18,8,10,5,2,56314,12,3,2,4,2,3,1,Yes,Travel_Rarely,17,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102478,27,Male,Married,R&D,Manufacturing Director,2,2,Medical,2021-02-10,6,5,3,0,4,3,44854,23,3,4,3,2,4,1,No,Travel_Rarely,8,0,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102479,24,Male,Married,R&D,Manufacturing Director,1,4,Technical Degree,2017-11-29,3,2,0,0,1,3,80257,22,3,1,4,3,2,3,Yes,Travel_Rarely,18,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102480,26,Female,Married,Finance,Accountant,3,2,Other,2022-11-12,3,2,0,0,1,5,70379,21,3,4,2,1,2,2,No,Travel_Rarely,34,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102481,46,Male,Married,HR,HR Executive,1,4,Other,2018-04-30,24,19,6,0,15,5,76876,22,4,2,2,4,2,2,No,Travel_Rarely,17,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102482,54,Female,Single,HR,Recruiter,3,1,Technical Degree,2023-06-14,32,19,11,4,10,4,96834,13,3,2,2,3,3,2,Yes,Travel_Rarely,30,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102483,28,Male,Single,R&D,Research Scientist,5,4,Marketing,2017-01-05,6,2,1,0,1,0,43697,15,3,2,3,3,3,1,Yes,Travel_Rarely,32,1,0,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Work-Life Balance
102484,33,Female,Married,Marketing,Marketing Executive,4,5,Medical,2021-11-02,10,2,1,1,1,6,58355,22,3,1,3,2,1,4,No,Travel_Rarely,6,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102485,34,Male,Divorced,IT,IT Support,1,3,Medical,2019-05-09,15,10,2,4,8,4,82818,14,3,4,4,2,4,4,No,Travel_Rarely,32,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102486,35,Female,Single,IT,Software Engineer,1,3,Human Resources,2021-01-12,13,4,1,0,1,5,56639,12,3,4,3,3,1,3,No,Travel_Rarely,29,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102487,30,Male,Married,R&D,Research Director,5,4,Other,2024-08-10,6,5,3,1,1,1,37525,22,3,4,2,3,2,2,Yes,Non-Travel,7,2,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102488,23,Male,Single,IT,Data Analyst,5,5,Computer Science,2017-10-13,0,0,0,0,0,1,67884,14,3,2,4,2,4,3,Yes,Travel_Frequently,3,0,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102489,41,Male,Married,R&D,Manufacturing Director,2,5,Marketing,2016-08-20,18,17,4,5,8,5,73458,22,4,3,2,4,3,2,Yes,Travel_Rarely,15,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
102490,34,Male,Married,HR,HR Executive,3,1,Computer Science,2023-12-12,16,8,3,4,7,1,82135,13,3,3,1,1,1,1,No,Travel_Rarely,24,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102491,34,Female,Married,R&D,Manufacturing Director,2,2,Technical Degree,2024-05-02,11,5,1,1,4,5,106451,24,3,4,4,1,1,4,No,Travel_Frequently,33,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102493,57,Female,Married,Finance,Accountant,2,5,Marketing,2017-07-29,38,16,14,4,9,6,96560,16,4,2,2,3,1,1,Yes,Travel_Rarely,14,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102494,44,Male,Single,R&D,Manufacturing Director,5,4,Computer Science,2023-09-27,20,11,10,5,10,1,59823,13,3,4,1,3,2,1,Yes,Travel_Rarely,32,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102495,37,Female,Married,IT,Data Scientist,3,1,Technical Degree,2016-03-21,13,3,0,0,0,3,106436,21,2,3,2,4,4,2,No,Travel_Frequently,4,3,1,Yes,2020-01-23,Excessive overtime and workload cited as main concern.,Yes,Salary Hike,No,Action did not address underlying root cause,2016,Work-Life Balance
102496,29,Female,Single,Finance,Accountant,1,4,Computer Science,2018-11-15,7,6,4,1,4,0,48079,19,3,3,3,2,3,2,No,Travel_Rarely,36,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102497,52,Male,Divorced,Marketing,Marketing Manager,2,5,Medical,2023-06-21,28,7,4,3,6,2,34184,22,3,3,1,1,3,3,Yes,Travel_Rarely,11,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
102498,55,Male,Married,R&D,Manufacturing Director,5,5,Other,2022-09-19,32,29,23,5,6,5,74483,19,3,1,2,3,4,1,No,Travel_Rarely,15,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102499,22,Female,Single,Marketing,Marketing Executive,2,4,Technical Degree,2021-08-14,2,1,0,0,0,6,78557,15,3,4,4,2,2,1,No,Travel_Frequently,31,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102500,57,Male,Single,Sales,Sales Manager,5,3,Business,2018-07-22,33,18,4,9,12,2,86001,10,4,2,3,2,4,1,Yes,Travel_Rarely,37,2,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102501,48,Male,Married,Finance,Accountant,4,5,Human Resources,2023-11-12,27,26,7,5,6,4,80976,12,2,4,2,3,4,4,No,Travel_Rarely,22,1,2,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Career Advancement
102502,24,Female,Divorced,HR,HR Executive,5,4,Human Resources,2024-05-23,5,3,1,0,1,3,51518,15,3,1,3,1,1,2,No,Travel_Rarely,34,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102503,50,Male,Single,IT,Data Analyst,1,3,Marketing,2019-12-16,32,13,12,0,4,0,48307,15,1,4,2,3,1,4,Yes,Travel_Rarely,11,2,2,Yes,2021-06-23,Cited a better brand/career opportunity elsewhere.,Yes,Promotion,Yes,Action directly addressed root cause of dissatisfaction,2019,Career Advancement
102504,25,Male,Married,Sales,Sales Manager,2,5,Other,2021-08-17,3,1,0,0,0,6,30098,14,4,2,4,2,4,1,No,Travel_Frequently,31,3,6,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2021,Role Mismatch
102505,22,Male,Single,R&D,Manufacturing Director,5,1,Medical,2018-02-01,4,1,0,0,0,0,75400,22,3,4,4,3,1,3,No,Travel_Rarely,16,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102506,25,Female,Married,R&D,Laboratory Technician,1,1,Marketing,2023-07-02,1,0,0,0,0,2,104740,17,2,4,1,3,3,3,No,Travel_Rarely,5,1,2,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Career Advancement
102507,38,Female,Married,Marketing,Content Strategist,1,5,Technical Degree,2022-01-02,14,10,2,4,8,1,86881,16,4,4,4,2,2,2,Yes,Travel_Rarely,8,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102508,45,Female,Single,Finance,Accountant,1,1,Technical Degree,2024-10-22,27,24,16,10,19,4,110094,11,4,3,4,2,1,3,No,Travel_Rarely,18,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102509,36,Female,Married,Sales,Sales Manager,1,5,Medical,2020-10-04,17,7,3,0,3,6,60408,18,4,4,3,2,1,3,No,Travel_Frequently,36,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
102510,25,Female,Single,IT,IT Support,4,5,Computer Science,2018-10-13,6,1,0,0,0,3,91866,11,3,3,4,2,1,2,No,Travel_Rarely,32,3,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102511,28,Female,Married,R&D,Research Scientist,2,2,Human Resources,2019-03-12,6,2,0,0,1,2,68009,16,3,2,3,3,1,3,No,Non-Travel,6,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102512,54,Male,Single,R&D,Laboratory Technician,1,5,Other,2021-01-23,35,33,9,11,9,6,99693,11,3,3,3,4,3,2,No,Travel_Frequently,17,3,4,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2021,Compensation & Benefits
102513,58,Male,Married,HR,HR Executive,4,3,Marketing,2023-05-23,36,35,27,20,30,6,40056,22,3,2,1,3,1,4,No,Travel_Rarely,37,1,0,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Role Mismatch
102514,50,Female,Single,IT,Data Scientist,2,3,Technical Degree,2020-06-19,26,12,8,2,6,6,119883,14,3,4,2,3,1,4,No,Travel_Rarely,34,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
102515,25,Female,Married,Marketing,Marketing Manager,1,5,Human Resources,2018-01-09,3,1,0,0,0,3,94270,16,3,1,4,2,1,4,Yes,Travel_Rarely,27,2,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102516,52,Male,Single,Sales,Account Manager,5,4,Human Resources,2018-03-25,28,24,18,4,23,6,43800,12,4,3,3,2,4,2,No,Travel_Rarely,36,1,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
102517,47,Female,Married,Marketing,Content Strategist,3,5,Medical,2019-08-16,26,15,3,5,7,0,114189,16,3,4,3,4,3,1,Yes,Travel_Rarely,9,0,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102518,41,Female,Single,Marketing,Marketing Manager,3,5,Computer Science,2017-02-05,17,16,13,8,5,1,43963,11,3,3,1,4,1,1,No,Travel_Rarely,24,1,0,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Management & Culture
102519,26,Male,Single,R&D,Laboratory Technician,5,4,Other,2020-06-27,3,2,1,0,0,6,112831,22,3,4,3,3,4,3,Yes,Travel_Rarely,23,2,1,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Role Mismatch
102520,59,Male,Married,Finance,Accountant,2,3,Human Resources,2016-04-05,38,30,6,13,23,6,85298,18,3,2,1,2,2,4,No,Travel_Frequently,2,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
102521,38,Male,Married,HR,HR Manager,3,1,Technical Degree,2016-09-16,19,13,10,2,5,6,71106,13,4,3,2,3,2,4,No,Travel_Rarely,11,0,6,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2016,Career Advancement
102522,22,Male,Married,HR,HR Manager,4,1,Technical Degree,2021-06-20,0,0,0,0,0,5,118861,13,3,3,2,1,2,4,No,Travel_Rarely,19,1,1,Yes,2024-05-20,Left for a role offering significantly higher pay and better benefits.,No,Not Applicable,No,No retention conversation held before exit,2021,Compensation & Benefits
102523,29,Male,Married,Finance,Accountant,1,2,Life Sciences,2024-05-26,6,2,1,0,1,1,53633,24,3,4,3,3,4,1,No,Travel_Rarely,22,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
102524,36,Male,Married,Finance,Accountant,2,3,Life Sciences,2016-07-01,18,16,9,0,8,3,79831,10,2,4,4,3,2,4,No,Travel_Frequently,10,0,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
102525,23,Male,Married,HR,HR Manager,1,1,Marketing,2016-08-23,3,1,0,0,0,0,60730,18,4,4,4,1,3,1,No,Non-Travel,37,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
102526,33,Male,Married,HR,HR Manager,3,2,Medical,2016-06-30,9,3,2,1,1,4,114084,21,3,1,2,4,1,1,Yes,Non-Travel,21,1,0,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2016,Work-Life Balance
102527,39,Female,Divorced,HR,HR Manager,4,4,Marketing,2017-09-14,21,18,10,1,10,4,30177,21,3,3,4,4,1,3,No,Travel_Frequently,5,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
102528,57,Female,Married,HR,HR Executive,1,1,Marketing,2022-09-26,33,7,2,2,5,0,115658,11,3,2,4,4,2,1,No,Travel_Rarely,20,1,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
102529,24,Male,Married,Sales,Sales Manager,1,2,Medical,2019-10-11,6,4,2,1,2,5,97849,24,3,1,3,3,2,4,No,Travel_Rarely,15,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
102530,43,Male,Single,HR,HR Manager,3,5,Technical Degree,2021-06-23,21,14,4,7,11,6,105420,22,3,2,4,2,3,3,Yes,Travel_Rarely,31,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
102531,56,Male,Married,IT,Software Engineer,2,2,Life Sciences,2024-01-09,36,8,3,0,3,2,66948,18,3,4,2,3,1,2,No,Travel_Rarely,1,1,4,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Management & Culture
102532,52,Male,Married,Marketing,Content Strategist,1,4,Computer Science,2020-03-04,33,11,9,0,6,1,78604,13,3,2,4,2,1,1,Yes,Travel_Rarely,2,2,0,Yes,2024-06-27,Cited lack of skill development opportunities.,No,Not Applicable,No,No retention conversation held before exit,2020,Other
102533,57,Male,Single,IT,IT Support,4,4,Business,2019-12-22,38,16,6,2,13,2,99579,24,3,3,4,2,4,2,No,Travel_Frequently,6,1,0,Yes,2025-10-24,Personal health reasons cited for resignation.,No,Not Applicable,No,No retention conversation held before exit,2019,Personal & Non-Negotiable
102534,27,Male,Single,Marketing,Marketing Manager,4,4,Medical,2023-10-09,3,1,0,0,0,3,92090,24,2,4,3,2,4,3,Yes,Travel_Rarely,1,2,2,Yes,2025-07-27,Personal health reasons cited for resignation.,Yes,Not Applicable,No,Non-negotiable personal/relocation factor,2023,Personal & Non-Negotiable
102535,52,Male,Single,IT,Data Scientist,3,4,Medical,2019-02-06,33,11,2,0,4,0,74981,13,3,4,3,3,1,4,Yes,Travel_Rarely,7,2,3,Yes,,Expressed interest in leadership promotion and professional advancement.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Career Advancement
